soil,land,road,water,elec,area,elevation,discharge,schools,hospitals,hotels,flood_risk,env_risk,access_risk,infra_risk,overall_risk,suitability,btype
Red Soil,Commercial,29.036854899737396,0,1,14493.260540657026,1490.4452128880591,1372.8233861215656,3,2,2,40.197253997496965,20,51.60524183377101,45,41.22034935756669,58.77965064243331,Shopping Complex
Sandy,Industrial,26.82891661989718,0,0,13084.03427579025,275.07575024060714,1111.907900895464,3,2,0,45.02638384849856,25,55.28513896683804,85,54.58051908868401,45.41948091131599,Factory
Red Soil,Residential,45.894934830051206,1,0,18977.729395022743,1066.061042803916,1662.6417987728537,3,0,1,41.779102267944275,20,23.508441949914655,45,34.74979628125916,65.25020371874083,Individual House
Red Soil,Industrial,36.94054268885435,1,1,4933.015799602857,232.58958211862014,1765.665375717062,2,0,1,62.12279691501044,20,38.432428851909414,10,36.85108613323101,63.14891386676899,Factory
Red Soil,Industrial,26.34731945512371,1,0,19791.74559336012,810.1401316465718,1543.8788818099874,0,0,2,44.29074777241882,20,56.08780090812715,45,43.773711947378374,56.226288052621626,Factory
Sandy,Residential,14.391815589771209,1,1,16788.16737357375,120.91693269932635,4893.763578597544,1,1,1,75.14703014059761,25,76.01364068371466,10,51.55487072013783,48.44512927986217,Individual House
Rocky,Industrial,17.476040627902233,0,1,12190.4791886505,1150.1676367998648,4663.6554275474355,0,1,2,49.630989843024444,55,70.87326562016295,45,54.58916285009929,45.41083714990071,Factory
Red Soil,Commercial,36.65255601579824,0,0,13585.06086352873,877.3816420872445,2872.550497624311,2,1,1,50.83686099605044,20,38.91240664033627,85,51.771003008701726,48.228996991298274,Shopping Complex
Clayey,Agricultural,28.289134269488585,1,0,13327.691653511667,129.25004010212254,4905.274192051549,0,1,1,87.1727140265005,30,52.85144288418569,45,59.47331063032159,40.52668936967841,Individual House
Sandy,Agricultural,33.321012987336964,0,1,2109.528257123924,1272.8792838000084,4955.990051595951,2,1,1,47.66974675316576,25,44.46497835443839,45,42.80065595221761,57.19934404778239,Individual House
Red Soil,Industrial,14.387258941622852,0,1,5142.313472106834,820.527922165053,1779.6985500865126,4,1,2,51.99715626632454,20,76.02123509729525,45,51.4543134675374,48.5456865324626,Factory
Rocky,Residential,41.45984387895112,0,1,19267.946805970234,1382.388465019977,2225.9377286987224,4,2,1,43.63503903026222,55,30.900260201748125,45,42.49732871102881,57.50267128897119,Individual House
Sandy,Residential,51.889630747078186,0,0,11152.924148328206,1374.935060517169,4795.308884923328,1,2,3,43.02759231323046,25,13.517282088203018,85,43.43897783168141,56.56102216831859,Individual House
Loamy,Commercial,19.186672873279534,1,0,8188.718461976328,1380.7616842298737,3043.1309964934326,4,2,0,57.20333178168012,15,68.02221187786745,45,50.52671909305491,49.47328090694509,Shopping Complex
Rocky,Residential,32.03328242075046,0,1,15478.730804392424,116.67780030070196,1064.6454141863626,1,2,0,50.283919660497524,55,46.611195965415895,45,48.752170872528104,51.247829127471896,Individual House
Clayey,Residential,58.654003096149594,1,1,10965.859910460382,181.43664263178516,3446.903341682502,3,2,3,76.45030066805549,30,2.2433281730840093,10,34.318437277090425,65.68156272290958,Individual House
Red Soil,Commercial,23.32829573029002,0,0,1250.0926572060541,1481.5587145742968,1028.7309102304375,2,2,1,34.74254427203625,20,61.1195071161833,85,51.689767274258514,48.310232725741486,Shopping Complex
Loamy,Industrial,37.727548970806865,0,1,14988.51433758724,731.4012320980589,1696.788718359229,3,1,3,46.50388712448286,15,37.12075171532189,45,39.05654842239947,60.94345157760053,Factory
Loamy,Agricultural,9.96076351101344,1,0,14912.133641004364,357.3210792437215,1137.8008154767576,3,2,2,50.8265606771585,15,83.39872748164427,45,52.13897810741654,47.86102189258346,Individual House
Sandy,Commercial,38.33082513636938,1,0,4137.825530089513,1154.496732747987,1224.9010796692112,1,0,0,30.915315309291877,25,36.115291439384364,45,34.84918321809825,65.15081678190175,Hospital/Clinic
Loamy,Industrial,9.929747531753986,0,1,19176.541680060054,396.427831818723,23.27790783391126,2,2,1,26.19745136461635,15,83.45042078041003,45,43.53171317271823,56.46828682728177,Factory
Clayey,Commercial,57.75794894281021,0,1,5254.254499281173,1090.8235320279634,4403.5441609972595,1,0,0,57.56051276429745,30,3.736751761982987,45,36.83036740799985,63.16963259200015,Hospital/Clinic
Clayey,Industrial,44.361445863977124,1,0,9697.237980261787,1255.9286667746417,1479.952476378969,0,0,3,50.508688061585104,30,26.064256893371464,45,39.944105044897654,60.055894955102346,Factory
Black Cotton,Commercial,48.34878834746385,0,1,3179.9832639573788,1176.3950659429208,431.87189761397235,3,2,3,34.550240865413485,40,19.418686087560246,45,34.19725582478478,65.80274417521522,Shopping Complex
Clayey,Industrial,43.72573984244003,0,0,12462.36406956118,411.0717122969031,434.9370284054427,2,1,0,35.10300286968466,30,27.123766929266623,85,44.81699273670628,55.18300726329372,Factory
Rocky,Commercial,37.435096984205614,1,0,8133.571281087037,602.4278611188556,2780.091382304761,3,1,0,44.641225753948596,55,37.608171692990645,45,44.52647193712967,55.47352806287033,Shopping Complex
Loamy,Industrial,29.745202959702794,0,0,7710.295781984404,619.8765048499146,4964.602752669685,0,0,0,54.5636992600743,15,50.42466173382867,85,55.20346017448317,44.79653982551683,Factory
Clayey,Commercial,52.21053588685843,0,1,16712.560667198,736.9093771567077,725.1123363509582,0,1,0,33.44961275530456,30,12.98244018856927,45,30.702974511498912,69.29702548850109,Shopping Complex
Sandy,Agricultural,57.62596171486847,0,1,1181.6725441590866,251.05927731020407,498.1089047482973,2,0,3,26.492131027636585,25,3.956730475219217,45,25.261428478477608,74.73857152152239,Individual House
Black Cotton,Agricultural,32.446989509724474,0,1,16160.988646956028,678.7050756215136,2191.519402010453,2,1,1,69.88825262256888,40,45.92168415045921,45,53.19130945551391,46.80869054448609,Individual House
Loamy,Residential,56.23442770353941,0,0,11857.522749213495,766.1744857732195,2816.656269203977,0,1,0,47.94139307411515,15,6.275953827434321,85,41.848476032798885,58.151523967201115,School
Black Cotton,Industrial,37.083310049368464,1,0,19735.871756123783,797.5634948715787,1471.9017943897022,3,1,1,58.16720837545193,40,38.19448325105256,45,47.157143744171314,52.842856255828686,Factory
Loamy,Commercial,34.61113027930382,0,0,12199.421191480731,1229.8506449766874,1512.610462569332,4,1,0,43.599426681560686,15,42.31478286782696,85,49.33849505550298,50.66150494449702,Shopping Complex
Sandy,Industrial,29.996550312544617,1,0,2052.2035488112006,776.0017477192428,2122.3825092447473,3,2,2,48.50086242186384,25,50.0057494790923,45,44.47673921742542,55.52326078257458,Factory
Black Cotton,Agricultural,16.510826884156593,1,1,1962.2612024308,346.17588377051277,1570.72807575303,4,2,1,74.51630176779068,40,72.48195519307234,10,52.701194416994824,47.298805583005176,Individual House
Red Soil,Industrial,5.204581344993255,0,1,17779.906741064806,994.6931073662807,4576.657917842584,1,2,2,58.69885466375169,20,91.32569775834457,45,57.62602357189923,42.37397642810077,Factory
Rocky,Commercial,18.28284247708337,1,1,16983.06876471001,1195.9712161299378,209.7728564531448,2,0,3,13.624746509792054,55,69.52859587152771,10,32.90081024630915,67.09918975369085,Shopping Complex
Rocky,Industrial,33.03477443819608,0,0,7571.911436058442,479.0574996573926,1172.850799351373,0,2,2,30.454872398034883,55,44.94204260300653,85,51.394715990063844,48.605284009936156,Factory
Loamy,Commercial,25.89779737428639,1,0,12742.617199441607,967.9588935264078,4042.7639811371064,1,2,3,55.5255506564284,15,56.83700437618935,45,47.143193823797276,52.856806176202724,Shopping Complex
Red Soil,Agricultural,29.66668754014486,1,1,10302.235784056405,220.40699391901896,4169.790623324784,3,2,0,69.35890847982265,20,50.55552076642523,10,42.41449815954424,57.58550184045576,Individual House
Black Cotton,Agricultural,58.93565207602273,1,0,19376.11704758499,512.8894568670961,557.7753948210056,4,1,3,34.42159487741443,40,1.7739132066287908,45,29.741036508752245,70.25896349124775,Individual House
Red Soil,Agricultural,24.26498038681302,0,1,19049.257116660938,1363.8358943244511,4868.817250063584,2,1,0,53.933754903296744,20,59.5583660219783,45,48.01640572164844,51.98359427835156,Individual House
Red Soil,Residential,29.870061664805934,1,0,19692.941162274717,1366.9622447438562,3466.7742494955446,4,1,0,52.532484583798514,20,50.216563891990106,45,45.190510577327004,54.809489422672996,Individual House
Black Cotton,Agricultural,12.343355324405076,1,0,17462.52683205102,862.9868681145955,1362.965279917978,3,1,0,62.17346676725829,40,79.42774112599155,45,58.86764865003829,41.13235134996171,Individual House
Sandy,Industrial,7.63767528403432,1,0,18281.480224726925,1053.52719129766,2280.1893240722725,3,1,3,54.09058117899142,25,87.27054119327613,45,55.74933871096603,44.25066128903397,Factory
Red Soil,Residential,47.6475233025872,0,0,5128.2967965755915,1281.0231228089121,1485.693097839836,0,2,0,37.801981131149915,20,20.587461162354657,85,42.627558686491135,57.372441313508865,School
Red Soil,Agricultural,36.38757462895882,0,0,16789.128990805715,1437.82977796894,750.1112492720969,1,2,2,25.90533132820223,20,39.35404228506862,85,43.155376536137936,56.844623463862064,Individual House
Sandy,Industrial,46.83876433241423,1,1,14468.28515088122,734.8296604346542,1455.8903237445759,2,1,2,33.408115391787966,25,21.93539277930961,10,23.42668858195319,76.57331141804681,Factory
Red Soil,Industrial,13.24245393876034,1,1,19292.943667733332,842.3636049390515,2900.459687448092,0,1,0,56.68938651530991,20,77.92924343539943,10,44.82359613920833,55.17640386079167,Factory
Red Soil,Industrial,36.450582415048004,1,1,11853.974740409769,623.4623499717454,4129.848474177344,4,2,0,50.887354396237996,20,39.24902930825333,10,33.12283136574663,66.87716863425337,Factory
Red Soil,Commercial,18.950336088775657,1,0,2618.176167500571,107.97290558464312,1817.645374447886,1,2,1,75.13694913168521,20,68.41610651870724,45,57.651958825766634,42.348041174233366,Shopping Complex
Rocky,Residential,17.543399929501096,0,1,12350.578932555905,634.2052086732276,1739.5077027392085,2,1,3,44.40430407240889,55,70.76100011749817,45,52.731756454717654,47.268243545282346,Individual House
Clayey,Industrial,5.633930772914189,0,1,14045.037632404468,1185.9410090746157,2340.0035054066134,4,0,1,70.59151730677145,30,90.61011537847635,45,63.109559901989094,36.890440098010906,Factory
Sandy,Commercial,12.168739796298954,0,0,5186.099545536138,1207.328246987293,3222.7779998217316,2,1,2,52.95781505092526,25,79.7187670061684,85,63.464927019365945,36.535072980634055,Shopping Complex
Red Soil,Agricultural,22.009746132483244,1,0,8488.15428674184,1338.5656718899495,3758.0813121615465,2,2,3,54.497563466879186,20,63.317089779194596,45,49.15341965820636,50.84658034179364,Individual House
Rocky,Industrial,11.428331832501648,0,1,12371.564866981918,77.20005776395361,1633.9975239973692,1,0,2,69.19086405598476,55,80.95278027916392,45,63.95499748938565,36.04500251061435,Factory
Sandy,Commercial,59.222214222601565,1,1,8108.0090090136055,790.7318843709509,2931.762339125695,4,1,3,41.19444644434961,25,1.2963096289973919,10,20.99213366277171,79.0078663372283,Shopping Complex
Loamy,Industrial,21.974795668817286,1,1,8124.006627534614,161.1367319056144,1946.8042064044123,0,2,3,75.77418129654706,15,63.375340551971185,10,47.114798591784265,52.885201408215735,Factory
Loamy,Residential,12.16781706862805,1,1,3528.6461442831505,301.11327474861497,3581.9992518169297,0,2,3,70.89124924792608,15,79.72030488561992,10,49.49201345817911,50.50798654182089,Individual House
Red Soil,Residential,15.949527205537676,0,1,18874.187738475655,1350.3247535709097,823.3746025851041,0,2,2,32.480110250317665,20,73.4174546574372,45,43.97240225197048,56.02759774802952,Individual House
Rocky,Agricultural,37.323677558781206,1,0,15259.393305406835,745.1868876445437,1284.6243252564805,2,1,0,30.361567115434305,55,37.793870735364656,45,39.575016174243174,60.424983825756826,Individual House
Rocky,Industrial,8.522393812563369,0,1,1023.6253384559382,1137.8173813449205,2130.302099213749,3,1,2,51.86940154685916,55,85.79601031239439,45,59.1032931194993,40.8967068805007,Factory
Sandy,Commercial,52.43387715776363,1,1,15546.65239642114,96.57615889302123,4447.073949606838,1,0,3,67.09696117697783,25,12.610204737060613,10,32.88648759620739,67.11351240379261,Hospital/Clinic
Sandy,Agricultural,57.8824823580431,0,1,15056.104860499316,625.239755887278,2866.628946753451,0,2,2,41.52937941048923,25,3.5291960699281617,45,30.41758181115327,69.58241818884673,Individual House
Rocky,Industrial,18.57110813670595,1,1,1184.888242954937,1011.3604209965066,4826.980594907058,1,2,2,49.35722296582351,55,69.04815310549009,10,45.28706631441075,54.71293368558925,Factory
Sandy,Agricultural,29.755239772497266,0,1,8022.481654661527,200.10972191731997,516.3884264054192,2,0,1,36.882375269944866,25,50.40793371250455,45,40.51081477260684,59.48918522739316,Individual House
Rocky,Commercial,6.217394806622339,1,1,12528.206116185083,488.72681865852473,2300.877068254674,1,1,3,53.12204217883293,55,89.6376753222961,10,51.75213359316555,48.24786640683445,Shopping Complex
Clayey,Agricultural,40.239062359997185,0,0,9602.262385302682,96.82170753582486,2095.392650226921,0,2,2,86.1309319578512,30,32.93489606667136,85,64.12955020191576,35.87044979808424,Individual House
Rocky,Agricultural,27.765933192892387,1,0,15781.736255689639,977.0099113042656,3001.030882029842,0,0,3,47.0585167017769,55,53.72344467851269,45,49.40134201525009,50.59865798474991,Individual House
Loamy,Agricultural,19.853215635585563,1,0,9083.708320054246,1456.3368885871778,4059.8230435378914,2,2,2,57.03669609110361,15,66.91130727402407,45,50.190670450392275,49.809329549607725,Individual House
Sandy,Industrial,16.376041083913467,1,1,3923.396419622904,1240.5682367142444,4207.240127915301,2,1,1,51.905989729021634,25,72.70659819347756,10,42.59374595352696,57.40625404647304,Factory
Rocky,Commercial,40.971269271231826,0,1,19551.896861202742,1461.9346752113483,3350.9730435275414,4,1,2,43.757182682192045,55,31.714551214613635,45,42.743651742420624,57.256348257579376,Shopping Complex
Rocky,Residential,27.891936706777294,1,0,5598.759862744885,1268.4071926475947,3207.681821227768,2,0,0,47.027015823305675,55,53.51343882203785,45,49.33781524366645,50.66218475633355,Individual House
Sandy,Industrial,14.881260896645161,1,1,14636.153900285313,1282.793709295468,4745.147710224038,3,0,3,52.27968477583871,25,75.1978985055914,10,43.3473642979414,56.6526357020586,Factory
Clayey,Residential,42.90099948177532,1,1,3719.969921617367,865.7657930570139,1918.4370081921231,3,2,1,59.64349029339863,30,28.49833419704113,10,34.9998051519498,65.0001948480502,Individual House
Clayey,Residential,36.07897556701815,0,1,7251.2396618947205,777.3784671198149,4163.9165709424415,0,1,2,62.98025610824546,30,39.868374054969756,45,47.76018315162835,52.23981684837165,School
Sandy,Industrial,52.22696302112229,1,0,9398.524560178052,609.3813996417414,4607.518635461471,2,1,1,42.94325924471943,25,12.955061631462854,45,33.26890614351751,66.73109385648249,Factory
Black Cotton,Industrial,11.46117443820711,1,0,4652.408086014215,1227.14234256882,2457.6962213259844,3,0,2,75.13470639044823,40,80.89804260298816,45,63.77165788740392,36.22834211259608,Factory
Sandy,Commercial,48.21166310694509,0,0,9549.231951003581,273.1014184170369,3645.5128930165015,3,0,3,57.56099911824152,25,19.647228155091526,85,50.05815673015741,49.94184326984259,Hospital/Clinic
Sandy,Commercial,42.04342327494925,1,1,3986.09363684325,84.3373737362898,1885.0992833545304,4,2,2,68.13088742417591,25,29.927627875084582,10,37.57771756723271,62.42228243276729,Shopping Complex
Clayey,Agricultural,11.32560152554538,0,0,11621.124240731913,1421.8407340270126,794.3950709770203,2,1,1,45.05650103815406,30,81.12399745742437,85,61.800774727710014,38.199225272289986,Individual House
Clayey,Residential,43.21514014294464,1,0,13610.551797883685,5.667277805215587,2932.5194073621265,4,2,0,90.85617829595091,30,27.974766428425596,45,54.543354010689214,45.456645989310786,Individual House
Sandy,Commercial,29.285100888390673,0,0,2186.2513965322046,1465.2439828137776,982.3582542476595,1,2,1,28.32588986285552,25,51.191498519348876,85,47.71193608183665,52.28806391816335,Shopping Complex
Sandy,Agricultural,56.97416320557137,0,1,17551.510300561193,1093.2800548106486,2287.9956540193452,4,0,0,41.75645919860716,25,5.043061324047713,45,30.875526050524435,69.12447394947557,Individual House
Sandy,Commercial,12.788624283984461,0,0,4517.676815798675,492.74837954674143,4364.396566641666,1,1,0,53.2379411561994,25,78.68562619335923,85,63.304685953009596,36.695314046990404,Shopping Complex
Clayey,Industrial,40.35583649486559,1,0,5281.886081086152,1046.7297646294655,430.09093781840255,1,0,3,30.512859632651654,30,32.74027250855734,45,34.614568998567414,65.38543100143258,Factory
Sandy,Commercial,26.00890250046203,1,1,13565.646961578197,1226.8127357776912,152.14267832324825,2,2,1,12.540627941349458,25,56.65182916589662,10,24.802177070946463,75.19782292905353,Shopping Complex
Sandy,Residential,57.62480688249828,0,0,9906.270148253867,368.04308397965383,3032.389236909438,1,2,2,49.511213240596206,25,3.958655195836201,85,43.31858843316772,56.68141156683228,Individual House
Red Soil,Commercial,23.148619240965207,1,1,10488.516384250248,1156.3435249193728,1655.3066329744754,1,1,0,47.318977849248206,20,61.41896793172465,10,37.416384230168035,62.583615769831965,Shopping Complex
Black Cotton,Residential,57.92022502204901,1,1,3434.944706699521,1206.5544375123602,2089.688534629576,4,1,1,63.51994374448775,40,3.4662916299183166,10,31.598553218050288,68.40144678194972,Individual House
Loamy,Industrial,54.5817218105412,0,0,16308.980615651757,374.03194518801814,2028.5529432916576,2,1,3,55.91265283608361,15,9.03046364909801,85,45.32704440490376,54.67295559509624,Factory
Black Cotton,Residential,19.871077942086096,0,0,12724.03067597999,62.8895315669753,433.10114504781785,2,1,2,67.92088152141632,40,66.88153676318984,85,67.74269272329317,32.257307276706825,Individual House
Red Soil,Commercial,49.194797725453526,0,0,3572.2588228796644,306.1834268371465,17.832163397972778,1,0,2,19.686938226367282,20,18.008670457577452,85,35.64259599362291,64.3574040063771,Shopping Complex
Loamy,Agricultural,59.75823109919283,0,1,8105.987973486324,300.96961333409166,4492.116214321321,4,0,2,59.002265425156295,15,0.402948168011946,45,34.251529940807686,65.74847005919231,Individual House
Sandy,Industrial,18.89646511942053,1,0,16397.788721965575,97.86068126322478,1088.9928045187319,4,0,1,57.184098934726016,25,68.50589146763245,45,52.14090749406222,47.85909250593778,Factory
Red Soil,Commercial,29.02274431278258,1,0,11798.745873745793,1089.0110769827938,2130.3949593214415,4,0,1,52.744313921804356,20,51.6287594786957,45,45.61769974230545,54.38230025769455,Shopping Complex
Sandy,Industrial,33.609940511171786,1,0,3064.3268035256788,569.9623866876123,4859.628983355393,4,2,2,47.59751487220706,25,43.983432481380355,45,42.65498832561756,57.34501167438244,Factory
Clayey,Industrial,21.22121246921254,1,1,8082.763869996447,1326.5792511807874,4133.8129099182615,0,0,3,66.69469688269686,30,64.63131255131243,10,46.500972046772006,53.499027953227994,Factory
Rocky,Commercial,5.839566180531637,1,1,5611.1935706589575,378.256658497779,539.6542763135109,1,0,2,30.63779447127057,55,90.26738969911393,10,44.04007548972318,55.95992451027682,Shopping Complex
Red Soil,Commercial,17.107108430863967,1,1,10831.845519420802,679.848247649891,2542.5951580629285,1,1,2,55.72322289228401,20,71.48815261522672,10,42.875166166106084,57.124833833893916,Shopping Complex
Clayey,Agricultural,20.506528638796716,0,0,17023.8614485678,958.5261433901443,3650.39513247508,1,2,3,66.87336784030082,30,65.82245226867214,85,65.61129181127332,34.38870818872668,Individual House
Red Soil,Industrial,29.397983572500294,1,0,9289.075561283977,1316.197424507667,3491.963924996062,2,0,3,52.650504106874926,20,51.00336071249951,45,45.4285166155311,54.5714833844689,Factory
Red Soil,Industrial,14.410636312737102,1,1,9233.49857699814,786.9316524290622,3804.209262022351,2,2,3,56.397340921815726,20,75.98227281210482,10,44.23463752566171,55.76536247433829,Factory
Clayey,Commercial,53.028989618042,1,0,18201.6671442137,560.2869417185742,2287.2732744401765,4,2,2,58.7427525954895,30,11.618350636596674,45,39.2145510675705,60.7854489324295,Shopping Complex
Loamy,Residential,43.77011230022349,0,0,11947.522837638175,1300.5226177080133,879.6146466514105,2,2,3,28.649764857972336,15,27.049812832960853,85,40.28987090853053,59.71012909146947,Individual House
Black Cotton,Commercial,9.68602626578141,0,1,11757.63066055073,465.36963703141583,2324.3622195968633,3,2,1,77.65631521166969,40,83.85662289036432,45,65.39386604667547,34.60613395332453,Shopping Complex
Sandy,Industrial,40.755084812696225,1,1,5976.287945632398,119.13554944886468,3239.43624586646,1,1,3,68.66309582989406,25,32.07485864550628,10,38.30079820183949,61.69920179816051,Factory
Red Soil,Commercial,40.95110620230912,0,1,12546.7322089054,667.56316126536,3042.96043302584,1,1,2,49.76222344942272,20,31.7481563294848,45,39.60381728966915,60.39618271033085,Shopping Complex
Sandy,Agricultural,57.592164550399524,0,0,11942.298880930532,1177.6399597469879,352.61026894303717,0,2,0,8.654164241260862,25,4.0130590826674535,85,29.032222255108167,70.96777774489183,Individual House
Rocky,Residential,5.166147924588868,1,0,8540.177936495416,46.171247630284626,324.7621704109588,0,2,0,46.433431569254886,55,91.38975345901855,45,58.599139413993846,41.400860586006154,Individual House
Clayey,Commercial,18.636284739319397,1,0,19823.21575208443,878.8233674843881,4826.2891557760595,3,2,1,67.34092881517014,30,68.93952543446767,45,56.55420644392647,43.44579355607353,Shopping Complex
Sandy,Agricultural,56.02853136564235,1,1,17755.928334013646,891.6960727908541,759.0272751988552,0,1,0,17.17341266256652,25,6.619114390596081,10,13.915473029547302,86.0845269704527,Individual House
Clayey,Industrial,56.26736534690557,0,1,15242.139511459496,1392.8126451410724,1472.3123200586097,4,1,0,47.3794050644458,30,6.221057755157375,45,33.88805621134537,66.11194378865463,Factory
Sandy,Commercial,44.63225306538506,0,0,11209.56617984701,429.6972257175327,3838.1724107808272,4,2,0,49.06010319060178,25,25.612911557691575,85,48.57426400613352,51.42573599386648,Shopping Complex
Black Cotton,Industrial,47.1169826576147,1,1,9779.136235997974,418.25491981604426,2048.3853791158745,1,2,1,71.12545914663367,40,21.47169557064217,10,38.76183459398233,61.23816540601767,Factory
Black Cotton,Agricultural,10.031562686130592,0,1,4513.0505092407875,660.7254770095172,907.3242663001635,4,2,0,53.63859465447062,40,83.28072885644902,45,56.843690343176974,43.156309656823026,Individual House
Black Cotton,Industrial,33.26317091280285,0,0,6809.012006277851,535.3723522072728,2336.1619115489075,0,2,2,69.6842072717993,40,44.56138181199525,85,62.779817998128564,37.220182001871436,Factory
Black Cotton,Agricultural,17.737064520894968,0,1,15705.255196640994,1104.5187940339902,2844.7498538168293,3,1,0,73.56573386977625,40,70.43822579850838,45,60.60756330404878,39.39243669595122,Individual House
Black Cotton,Agricultural,14.96699239874895,1,0,9621.230124813477,962.6281156973243,2263.8330463903785,4,0,3,74.25825190031276,40,75.05501266875174,45,62.0041413322974,37.9958586677026,Individual House
Black Cotton,Agricultural,49.56668145178329,1,1,17763.120814820526,1138.3815568593996,4594.730377360545,1,0,0,65.60832963705418,40,17.38886424702784,10,35.81013143472592,64.18986856527408,Individual House
Clayey,Commercial,12.42709751743011,1,0,3810.3115905650466,1230.0626867980336,1423.4964754975215,1,1,0,57.36315513059291,30,79.28817080428315,45,55.649146996778306,44.350853003221694,Shopping Complex
Red Soil,Industrial,30.77584003480119,1,1,10658.594824259093,1384.4716991012215,3306.6608034983547,0,1,2,52.306039991299706,20,48.70693327533135,10,35.983847315787735,64.01615268421227,Factory
Sandy,Industrial,56.62180317723182,1,0,13292.347996404866,646.4050976769714,561.4736070494886,4,0,1,13.074021346681816,25,5.630328037946981,45,20.98348948082538,79.01651051917462,Factory
Black Cotton,Residential,15.22076305609384,0,1,10820.120669850594,1477.0460842073242,1961.427288320133,0,0,1,73.4233550023792,40,74.63206157317694,45,61.60618964412696,38.39381035587304,Individual House
Clayey,Residential,58.78963830560291,0,1,17895.310940114756,323.4912201054791,3704.9662579248684,1,0,0,67.89311721727051,30,2.0172694906618176,45,40.01690839871013,59.98309160128987,Individual House
Clayey,Residential,59.68583921685825,0,1,19801.702354753656,1071.547742920993,1124.0847029473273,3,2,2,39.56023425473198,30,0.5236013052362551,45,29.726982315465257,70.27301768453475,Individual House
Clayey,Residential,35.55894350753216,0,1,3200.858508486025,801.0139759607839,2948.855228272063,4,0,0,63.11026412311696,30,40.735094154113064,45,48.0223659816192,51.9776340183808,Individual House
Red Soil,Industrial,14.357850709743685,0,1,3469.1431774614994,1225.350892027325,767.1851460453016,3,0,1,31.75424024347011,20,76.07024881709386,45,44.381546289488,55.618453710512,Factory
Sandy,Agricultural,22.38576883674926,0,0,3476.1581576423005,715.155780909639,513.5084568068554,4,2,1,20.67372692694979,25,62.69038527208456,85,47.908400742453566,52.091599257546434,Individual House
Red Soil,Agricultural,28.347105797209434,1,0,13942.364825340024,1175.9079530436468,2616.1637446252134,1,2,3,52.913223550697644,20,52.75482367131762,45,45.95833416057358,54.04166583942642,Individual House
Loamy,Commercial,22.01283233970226,1,0,8080.845814420921,1395.253071971517,3375.054980430143,4,1,3,56.49679191507443,15,63.31194610049623,45,49.10186369540011,50.89813630459989,Shopping Complex
Clayey,Agricultural,20.434956893208366,0,1,14932.978564052215,1098.4413992101308,566.8353311724172,1,2,2,38.227967400146255,30,65.94173851131939,45,45.61522321788104,54.38477678211896,Individual House
Loamy,Industrial,58.47263400689967,1,0,8703.957984852595,1164.1414293274865,4588.881261864575,2,0,2,47.38184149827508,15,2.5456099885005585,45,30.720047021521417,69.27995297847858,Factory
Rocky,Industrial,13.43506550786601,0,1,12924.527705309209,100.76314689878419,1128.8613134873344,1,2,1,57.17267107885314,55,77.60822415355665,45,58.91249091598776,41.08750908401224,Factory
Black Cotton,Industrial,45.333034979427424,0,1,15627.302107898977,307.4364933484209,599.8765407965001,1,1,1,50.21808247016789,40,24.44494170095429,45,40.937564289797336,59.062435710202664,Factory
Black Cotton,Commercial,5.0225659191546175,1,0,11416.10230244349,1461.4556107553906,1013.4945417510527,4,0,1,57.014249355232394,40,91.62905680140898,45,60.11225147468358,39.88774852531642,Shopping Complex
Red Soil,Residential,37.79004681713073,1,0,11250.568218550115,1039.7805056810917,847.8622826592097,3,1,0,27.509733948901513,20,37.01658863811546,45,33.1325540416444,66.8674459583556,Individual House
Sandy,Agricultural,55.37686521747288,0,1,2676.452180427055,842.1735259665069,453.373253064745,1,1,3,11.22324875692668,25,7.7052246375452,45,20.854443224310636,79.14555677568936,Individual House
Loamy,Industrial,20.836375175127046,1,1,8804.85311527926,550.4645600946751,3989.196173893537,4,1,3,56.79090620621824,15,65.27270804145493,10,40.944994182540114,59.055005817459886,Factory
Sandy,Industrial,15.203928639174556,0,0,11369.765911273815,66.58350181037687,2477.688873720555,1,2,1,78.20400773158376,25,74.66011893470908,85,71.03643243973158,28.963567560268416,Factory
Red Soil,Residential,40.84238871831349,0,0,9777.63568766179,553.7038619462024,1942.597201893414,0,2,1,48.64134685828991,20,31.92935213614419,85,49.256809434437514,50.743190565562486,School
Black Cotton,Industrial,44.19307740141162,0,1,18114.858003580084,748.3693099343639,4753.139634920665,0,1,3,66.95173064964709,40,26.34487099764729,45,47.2693234767883,52.7306765232117,Factory
Sandy,Agricultural,42.84167854235897,0,1,18224.082010270296,317.1892640803301,1855.0419353239538,0,1,2,53.35906322606952,25,28.59720242940172,45,40.82497273647476,59.17502726352524,Individual House
Sandy,Commercial,22.562428401175573,0,0,16616.430231186474,259.7051869107488,834.8636302359469,0,1,1,41.47435428978012,25,62.39595266470738,85,55.115012167599886,44.884987832400114,Shopping Complex
Black Cotton,Industrial,18.8711321187632,1,1,8130.66343208928,762.6248270362753,1370.2144596329813,3,1,1,60.686506162968826,40,68.54811313539467,10,46.87730544088775,53.12269455911225,Factory
Loamy,Agricultural,57.57553399791243,0,1,14628.683882063153,878.8563534413158,1194.8326679429822,1,2,2,31.502769859381537,15,4.040776670145945,45,25.536163618320025,74.46383638167998,Individual House
Black Cotton,Industrial,55.78147295484612,1,0,8510.480760322585,359.8768782817873,2493.7063978165243,0,2,1,72.46201906438122,40,7.0308784085897855,45,44.369426274680876,55.630573725319124,Factory
